Dialogue_ID,split_group,Season,Episode,StartTime,EndTime,Speaker,Utterance,Emotion,Strategy,Utterance_ID,Frame_1,Frame_2,Frame_3,Frame_4,Frame_5,Frame_6,Frame_7,Frame_8,Frame_9,Frame_10,Frame_11,Frame_12,Audio
789,6,3,4,"00:17:38,936","00:17:43,005",Client,Give me another 10 minutes and you'll understand completely.,neutral,Open question,32,,,,,,,,,,,,,
790,0,3,4,"00:17:38,936","00:17:47,876",Client,Give me another 10 minutes and you'll understand completely. You're probably feeling it already.,neutral,Communication Skills,0,,,,,,,,,,,,,
790,1,3,4,"00:17:47,910","00:17:51,779",Client,"Well, you're extremely polite.",neutral,Open question,3,,,,,,,,,,,,,
790,2,3,4,"00:17:58,119","00:18:16,933",Client,"You know, I told Gina once That with patients I feel like... It's like two mice in a glue trap... Stuck, immobile, Getting nowhere. She was disgusted to hear that.",neutral,Open question,5,,,,,,,,,,,,,
790,3,3,4,"00:18:20,737","00:18:29,410",Client,"I've been a therapist for... For 25 years, you know? Really, you couldn't possibly, But you will.",neutral,Open question,12,,,,,,,,,,,,,
790,4,3,4,"00:18:31,679","00:18:40,586",Client,"Oppressive. Oppressive. You start to see the limitations, The artifice of it all.",neutral,Open question,17,,,,,,,,,,,,,
791,0,3,4,"00:18:55,365","00:19:24,755",Client,"I see this teenager, Jesse. He's 16, Adopted, gay, Aggressive... pushes everybody away. Anyway, his, um... His birth mother called him this week Just out of the blue. And he hasn't been able to tell anybody... not his mother,",neutral,Open question,0,,,,,,,,,,,,,
791,1,3,4,"00:19:27,458","00:20:04,121",Client,"Yeah. He told me. It paid to listen intently. There are times in that room where I feel... I really feel that we connect, We make contact. And then he goes back into the world... The real world, the actual world... And he just... He implodes And the work that we've done together is just... It's just gone.",neutral,Communication Skills,9,,,,,,,,,,,,,
791,5,3,4,"00:20:19,335","00:20:22,203",Client,I've been seeing this new patient...,neutral,Open question,25,,,,,,,,,,,,,
792,0,3,4,"00:20:19,335","00:21:10,543",Client,"I've been seeing this new patient... An immigrant from Calcutta. He wife died about six months ago. So his son and his daughter-in-law Have him stuck in the spare room... No friends, no one to talk to. So they drag him to see me To make everything better. And all he wants from me... All he wants from me Is for me to bring his wife back. He's got the loneliest face I've ever... I've ever seen. Hmm. Sits across from me looking trapped, Without an ounce of belief that I can do anything to help him. And sometimes I just wanna say, Sunil, you' right. There's-there's nothing I can do.",neutral,Restatement,0,,,,,,,,,,,,,
792,4,3,4,"00:21:27,392","00:21:29,626",Client,If I... if-if I...,neutral,Self-disclosure,20,,,,,,,,,,,,,
793,0,3,4,"00:21:27,392","00:21:31,795",Client,If I... if-if I... If I do what?,neutral,Restatement,0,,,,,,,,,,,,,
793,8,3,4,"00:22:00,487","00:22:22,438",Client,"Do-do I, uh... No. But we're not really friends. We're more old ac Clientuaintances. But yes, I do have somebody to talk to. I've... her name is Wendy. We've been seeing each other. And yeah, I talk with her. We... We talk.",neutral,Open question,10,,,,,,,,,,,,,
793,11,3,4,"00:22:33,148","00:22:41,186",Client,"Well, she's 37. I'm 57. I-I haven't gotten to the place Where I feel comfortable telling her I have Parkinson's.",neutral,Self-disclosure,22,,,,,,,,,,,,,
793,16,3,4,"00:22:53,665","00:22:56,166",Client,"Well, I mean, it... it's all related, isn't it?",neutral,Restatement,31,,,,,,,,,,,,,
794,0,3,4,"00:22:59,003","00:23:08,343",Client,"And because? I'm having the dream, Ase, I can't sleep.He dream. And because I can't sleep, I'm here... About to be late for a movie, Waiting for you to write a prescription.",neutral,Communication Skills,0,,,,,,,,,,,,,
794,1,3,4,"00:23:15,350","00:23:18,385",Client,Yes.,neutral,Communication Skills,5,,,,,,,,,,,,,
794,2,3,4,"00:23:20,521","00:23:23,456",Client,"Yes, Wendy and me.",neutral,Structuring the therapy,7,,,,,,,,,,,,,
794,4,3,4,"00:23:28,228","00:23:30,262",Client,Thank you. Just remember...,neutral,Structuring the therapy,10,,,,,,,,,,,,,
794,6,3,4,"00:23:37,202","00:23:42,305",Client,I woke up at 2:30 And couldn't get back asleep.,neutral,Open question,14,,,,,,,,,,,,,
795,0,3,4,"00:23:37,202","00:23:45,007",Client,I woke up at 2:30 And couldn't get back asleep. Mm-hmm.,neutral,Self-disclosure,0,,,,,,,,,,,,,
795,8,3,4,"00:24:28,044","00:24:42,422",Client,"No. Actually, it doesn't. Thank you for this.",neutral,Open question,11,,,,,,,,,,,,,
795,9,3,4,"00:24:47,661","00:24:49,328",Client,Yes.,neutral,Restatement,15,,,,,,,,,,,,,
795,10,3,4,"00:24:51,832","00:24:52,831",Client,Yes.,neutral,Self-disclosure,17,,,,,,,,,,,,,
795,14,3,4,"00:25:09,045","00:25:10,846",Client,I've gotta go.,neutral,Communication Skills,22,,,,,,,,,,,,,
795,15,3,4,"00:25:12,215","00:25:14,549",Client,Thank you.,neutral,Advisement,24,,,,,,,,,,,,,
795,17,3,4,"00:25:20,188","00:25:22,289",Client,What did you just say?,neutral,Advisement,27,,,,,,,,,,,,,
796,1,3,5,"00:01:52,494","00:01:57,231",Client,"I have to travel only three stops, But I guess this is what happens in America.",neutral,Communication Skills,1,,,,,,,,,,,,,
796,2,3,5,"00:01:59,268","00:02:03,838",Client,"I'll survive, Dr. Weston. It is only mountain dew.",neutral,Open question,4,,,,,,,,,,,,,
796,4,3,5,"00:02:08,243","00:02:11,979",Client,I do not think they noticed.,neutral,Interpretation,8,,,,,,,,,,,,,
796,6,3,5,"00:02:17,186","00:02:23,791",Client,"What good that would do? Besides, they cannot hear anyway. They are all wearing little headphones.",neutral,Self-disclosure,11,,,,,,,,,,,,,
796,10,3,5,"00:02:39,141","00:02:41,175",Client,How things are at home?,neutral,Open question,18,,,,,,,,,,,,,
797,0,3,5,"00:02:39,141","00:02:43,444",Client,How things are at home? They begged me to take a shower.,neutral,open question,0,,,,,,,,,,,,,
797,1,3,5,"00:02:45,681","00:02:53,321",Client,"All four of them knocked on my door this morning. They made Naya ask me. She says, grandpa, please take a shower.",neutral,open question,3,,,,,,,,,,,,,
797,2,3,5,"00:02:55,357","00:03:02,597",Client,Being asked to bathe by your granddaughter? I must admit I was starting to smell like a goat.,neutral,open question,7,,,,,,,,,,,,,
797,3,3,5,"00:03:09,338","00:03:11,706",Client,"Yeah, I was using it on the train, so...",neutral,open question,10,,,,,,,,,,,,,
798,0,3,5,"00:03:11,740","00:03:19,647",Client,It's not so wet. Yeah.,neutral,Communication Skills,0,,,,,,,,,,,,,
798,1,3,5,"00:03:28,323","00:03:30,491",Client,She's beautiful.,neutral,Open question,3,,,,,,,,,,,,,
798,2,3,5,"00:03:36,331","00:03:38,900",Client,Just after the ceremony.,neutral,Communication Skills,5,,,,,,,,,,,,,
798,4,3,5,"00:03:44,172","00:03:53,147",Client,I am only tired. Recently I have not been sleeping so well. I wake with... With... with an ache.,sadness,Open question,8,,,,,,,,,,,,,
798,5,3,5,"00:03:55,384","00:04:05,860",Client,I suppose it is this ailment That my son hopes you will relieve me of. You and I will speak and my pain will heal Like a fractured bone.,sadness,Self-disclosure,13,,,,,,,,,,,,,
799,0,3,5,"00:04:41,863","00:04:43,297",Client,You are not married?,neutral,Open question,0,,,,,,,,,,,,,
799,1,3,5,"00:04:45,067","00:04:48,803",Client,"Last time when I asked, you said, no, I don't have a wife.",neutral,Communication Skills,2,,,,,,,,,,,,,
799,2,3,5,"00:04:50,605","00:05:19,467",Client,"Are we playing a logic game? You are also a widower then? Forgive me. You know, where I'm from, When we want to talk, We meet a friend for tea. And then one person speaks and then the other. It is very strange to be expected To do all the talking continuously, you know.",neutral,Self-disclosure,5,,,,,,,,,,,,,
799,7,3,5,"00:05:31,146","00:05:45,693",Client,"You said last week we could simply have a conversation. That's true. I did say that. And during the conversation You scarcely said a word. I am expected to disclose the details of my life,",neutral,Self-disclosure,19,,,,,,,,,,,,,
800,0,3,5,"00:05:42,224","00:05:52,199",Client,"I am expected to disclose the details of my life, To speak about my wife, About my pain, about... Or share her photograph or, you know...",neutral,Self-disclosure,0,,,,,,,,,,,,,
800,3,3,5,"00:06:04,980","00:06:12,386",Client,How long 21 years. Were you married? Do you miss her?,neutral,Self-disclosure,7,,,,,,,,,,,,,
800,5,3,5,"00:06:22,931","00:07:41,609",Client,"In Hinduism, when... When the wife dies before the husband, Before she is cremated, She is dressed in her red bridal clothes. And now when I see her wedding photo I think of her funeral. She used to tease me That in our wedding photo I look like I'm entering into a pool Containing a giant octopus. We were both still very young. And like most brahmin marriages, It was arranged. I'd just graduated from the university. She and her family came over to our home. There was a short interview Which lasted perhaps two hours. And our parents decided That we were to be married shortly after that. This was going to be my future. And when your future walks into the room And sits beside you on the carpet, It could be, you know, Quite disconcerting. These things work differently in America.",neutral,Interpretation,11,,,,,,,,,,,,,
800,9,3,5,"00:07:54,222","00:07:57,658",Client,I would say for us it was fine.,neutral,Restatement,40,,,,,,,,,,,,,
800,10,3,5,"00:08:00,095","00:08:08,602",Client,"Fine... fine is good. Yeah, perhaps... Perhaps she was my closest friend.",neutral,Open question,42,,,,,,,,,,,,,
800,12,3,5,"00:08:13,375","00:08:17,645",Client,Many many times each day.,neutral,Open question,47,,,,,,,,,,,,,
801,0,3,5,"00:08:13,375","00:08:20,648",Client,Many many times each day. I often think of her when I see Julia.,neutral,Communication Skills,0,,,,,,,,,,,,,
801,4,3,5,"00:08:29,791","00:09:04,692",Client,"It's... it's impossible not to. Look, kamala would not have approved Of the way Julia is raising our grandchildren. What do you mean? Why wouldn't she approve? She might think that they're spoiled, That there's too little discipline. She might think the minute they don't get what they want They scream, they throw tantrums. And do you think that's true? Our son was raised differently. Kamala taught him Good manners, humility, Because it was important to her.",neutral,Restatement,6,,,,,,,,,,,,,
801,6,3,5,"00:09:15,837","00:09:43,297",Client,"Can I ask you What else is in your notebook? Many things. Sometimes I write to kamala too. In your notebook? Yeah, very simple things. Like... Like hello, Good morning, good night, Or the sun is very hot today, Or the birds are too loud for sleeping. Things like this.",neutral,Open question,21,,,,,,,,,,,,,
801,7,3,5,"00:09:46,034","00:09:50,704",Client,I tell her that she would be Quite fond of them.,neutral,Open question,35,,,,,,,,,,,,,
801,10,3,5,"00:09:59,414","00:10:02,016",Client,So can I smoke?,neutral,Restatement,40,,,,,,,,,,,,,
802,0,3,5,"00:10:10,191","00:10:12,393",Client,"Dr. Weston, please call me Sunil.",neutral,Communication Skills,0,,,,,,,,,,,,,
802,2,3,5,"00:10:17,465","00:11:13,454",Client,"Mm-hmm, Paul. You know what happened this morning? A plumber came to fix my shower, So I had to use Arun and Julia's bathroom. As I was coming out of the shower... Julia came in. I had the towel wrapped around my waist. She entered just as I was putting A small piece of soap in a dish On top of the toilet tank... A little purple soap goose That smelled of lavender. She was preparing to take the shower too. So she was also in her towel? She very quickly covered herself with her towel, yes. She froze. She obviously forgot about the plumber.",neutral,Open question,3,,,,,,,,,,,,,
802,3,3,5,"00:11:14,956","00:11:23,197",Client,"I said, excuse me And then went up to my room to get dressed. 10 minutes later she knocked on my door.",neutral,Open question,21,,,,,,,,,,,,,
802,4,3,5,"00:11:24,999","00:11:30,971",Client,She became very angry. She spoke to me as if I'm a child... Because of soap.,anger,Interpretation,25,,,,,,,,,,,,,
802,9,3,5,"00:11:42,417","00:11:46,420",Client,"My daughter-in-law is not A modest woman, I assure you.",neutral,Interpretation,33,,,,,,,,,,,,,
803,0,3,5,"00:11:42,417","00:11:52,659",Client,"My daughter-in-law is not A modest woman, I assure you. She still showers with Sam even though he's nearly six. For her it's perfectly appropriate.",neutral,Interpretation,0,,,,,,,,,,,,,
803,1,3,5,"00:11:53,995","00:12:27,528",Client,"You are the expert. Please tell me. Where was your son when all of this happened? He had already left for work. Sunil, when Julia was here last week, She mentioned feeling Uncomfortable at times Because of the way that you look at her. Would you say that this encounter In the bathroom Might have been one of those moments? We were both in our towels, Paul. And I said, excuse me. And I went out.",neutral,Approval,5,,,,,,,,,,,,,
803,4,3,5,"00:12:38,373","00:12:40,474",Client,I would say I felt surprised.,neutral,Open question,21,,,,,,,,,,,,,
803,5,3,5,"00:12:43,845","00:12:57,391",Client,"I said to myself, see, here's your daughter-in-law, And she is wearing a towel. I don't understand the rules of this house.",neutral,Open question,23,,,,,,,,,,,,,
804,0,3,5,"00:12:58,693","00:13:09,002",Client,"My son and Julia are very different people. I used to believe That these differences were what drew him to her, Beyond her yellow shining hair.",anger,Open question,0,,,,,,,,,,,,,
804,1,3,5,"00:13:10,405","00:13:45,038",Client,"Now the differences are less and less. He has become more like her, As if under a spell. I wonder how he feels not being The master of his own house. That's how you see... you see Arun? He prepares her cappuccino for her every morning, And precisely as she wishes too... With just the right amount of steamed skim milk And one cube of organic brown sugar. He puts the dishes away in the cupboard, Gives the children their evening bath So that she can read in her study.",anger,Interpretation,5,,,,,,,,,,,,,
805,0,3,5,"00:15:12,026","00:15:20,801",Client,I'm beginning to regret That I requested you to speak more. This is not quite what I'd meant By balanced conversation.,neutral,Restatement,0,,,,,,,,,,,,,
805,1,3,5,"00:15:23,438","00:15:28,375",Client,Tea is terrible in New York. You disagree?,neutral,Self-disclosure,5,,,,,,,,,,,,,
805,2,3,5,"00:15:28,409","00:15:30,077",Client,You're Irish. You must enjoy tea.,neutral,Self-disclosure,8,,,,,,,,,,,,,
805,3,3,5,"00:15:31,679","00:15:40,320",Client,So maybe you can tell me what is wrong with Americans. In India we drink hot tea. Here it is often no warmer than dishwater.,neutral,Communication Skills,10,,,,,,,,,,,,,
805,4,3,5,"00:15:43,324","00:15:51,598",Client,"See? There, I was expressing my frustration. How did I do?",neutral,Approval,14,,,,,,,,,,,,,
806,0,3,5,"00:16:02,276","00:16:10,851",Client,"See, there was one occasion When I spoke openly to Arun, When I presented my displeasure.",neutral,Open question,0,,,,,,,,,,,,,
806,1,3,5,"00:16:12,487","00:16:22,562",Client,"Many years ago, when he and Julia were first engaged. We had never met Julia. So they came to Calcutta to tell us the good news.",neutral,Open question,4,,,,,,,,,,,,,
806,2,3,5,"00:16:24,699","00:16:52,292",Client,"At first I did. Arun seemed so happy, Like a small child handed a special dessert, Barely able to breathe. I must admit I was pleased For arun to receive so much attention, Much more than we were used to seeing... Like holding hands, sitting very close. She... she even curled his hair behind his ear, eh? In our presence. I thought kamala was going to faint.",neutral,Open question,8,,,,,,,,,,,,,
806,3,3,5,"00:16:54,829","00:17:01,668",Client,Very bad. Mm-hmm. Toward the end of dinner Julia expressed her disappointment That we would not allow her to stay at our home.,neutral,Open question,19,,,,,,,,,,,,,
806,4,3,5,"00:17:05,807","00:17:06,940",Client,In a hotel.,neutral,Open question,24,,,,,,,,,,,,,
806,5,3,5,"00:17:09,410","00:17:47,114",Client,"He stayed with us, in his old room. You must understand It's not acceptable For a couple to sleep In the House of the parents before they are married. So during dinner it was clear She wanted arun to discuss these matters with us. So when arun could not bring himself to do it, She proceeded to do so herself. She said they had traveled such a far distance And they are very tired And they wished not to be separated. Arun was so embarrassed, He could not even look at his mother and me.",neutral,Open question,26,,,,,,,,,,,,,
806,6,3,5,"00:17:50,051","00:18:03,497",Client,"After arun left to escort Julia back to her hotel, Kamala was so angry, She could not speak for more than one hour. Then she pleaded with me to speak to arun.",neutral,Open question,41,,,,,,,,,,,,,
807,0,3,5,"00:18:03,531","00:18:11,338",Client,"So the next night, I sat in the kitchen with arun And asked him whether he... Whether he was sure about his decision to marry.",neutral,Open question,0,,,,,,,,,,,,,
807,1,3,5,"00:18:14,041","00:18:41,101",Client,He lashed out at me. He said we did not approve of Julia Because... because she's not Bengali. And he said I could not relate to his life And I married a woman I did not love And I... I chose duty over passion And... and... And I'm jealous. So they cut their visit short by three days And left to America the following morning.,anger,Open question,4,,,,,,,,,,,,,
807,2,3,5,"00:18:44,205","00:18:47,007",Client,That I do not know passion?,neutral,Restatement,15,,,,,,,,,,,,,
808,0,3,5,"00:18:53,247","00:19:00,654",Client,"Perhaps I did not marry For the same reasons as my son, But I came to love my wife.",neutral,Open question,0,,,,,,,,,,,,,
808,2,3,5,"00:19:17,471","00:19:31,117",Client,"After that, Things were different with arun. When Samuel was born we came to New York, And again after Naya. But it was never the same.",depression,Open question,5,,,,,,,,,,,,,
808,3,3,5,"00:19:34,155","00:19:41,494",Client,"Only once, When his mother was in serious decline, Just two days before she passed.",depression,Self-disclosure,11,,,,,,,,,,,,,
808,5,3,5,"00:19:56,744","00:20:00,614",Client,On this same visit my son made his promise to kamala.,neutral,Interpretation,16,,,,,,,,,,,,,
808,6,3,5,"00:20:03,451","00:20:14,427",Client,"Yes, she told him that I was not capable of living on my own And he must take care of me always. These were the last words she spoke.",depression,Interpretation,18,,,,,,,,,,,,,
808,7,3,5,"00:20:19,533","00:20:22,102",Client,Here I am.,neutral,Open question,22,,,,,,,,,,,,,
808,8,3,5,"00:20:26,908","00:20:33,546",Client,"See, it is the way we do things, Paul... The children care for their parents.",neutral,Open question,24,,,,,,,,,,,,,
808,9,3,5,"00:20:35,316","00:20:37,217",Client,It's not possible.,depression,Open question,27,,,,,,,,,,,,,
808,10,3,5,"00:20:38,419","00:20:40,320",Client,"I have no money, Paul.",depression,Open question,29,,,,,,,,,,,,,
809,0,3,5,"00:20:38,419","00:20:44,624",Client,"I have no money, Paul. Although I should have, but I do not.",depression,Open question,0,,,,,,,,,,,,,
809,1,3,5,"00:20:46,661","00:21:03,576",Client,"See, much of my earnings went toward paying For Arun's American education. And what was left was spent On kamala's medical bills. So... There is nothing to be done.",depression,Self-disclosure,3,,,,,,,,,,,,,
809,3,3,5,"00:21:11,585","00:21:17,590",Client,The fight that you had on that first visit? We have never spoken of it... Never.,neutral,Structuring the therapy,11,,,,,,,,,,,,,
809,5,3,5,"00:21:33,107","00:21:35,175",Client,"Oh, I'm supposed to leave?",neutral,Structuring the therapy,16,,,,,,,,,,,,,
809,7,3,5,"00:21:39,480","00:21:49,789",Client,"Okay okay. If I'm going to walk, How do I get to prospect park?",neutral,Restatement,19,,,,,,,,,,,,,
809,11,3,5,"00:21:57,565","00:22:05,171",Client,I'll find it. I'll find it. No problem. Okay. No problem.,neutral,Advisement,26,,,,,,,,,,,,,
810,0,3,6,"00:01:06,726","00:01:19,304",Client,You look tired. I'm sorry. I hate that. Don't ever tell me when I look like shit or tired... Or old.,neutral,Open question,0,,,,,,,,,,,,,
810,1,3,6,"00:01:25,044","00:01:46,798",Client,"Here, open it. It's a prompter... an earpiece for aging actors Who can't remember their lines. Too bad they don't have something similar for younger actors Who refuse to learn theirs. The director wants me to wear it during performances In case I lose a line.",neutral,Open question,5,,,,,,,,,,,,,
810,2,3,6,"00:01:50,303","00:02:00,245",Client,"As to be expected. Everything's fine, Sailing along, and then... But I'm not wearing this fucking thing.",neutral,Open question,13,,,,,,,,,,,,,
810,3,3,6,"00:02:02,048","00:02:11,423",Client,I told the director that I am seeing the best psychoanalyst In New York and that I'm sure I'd be fine. So now both our reputations are on the line.,neutral,Restatement,18,,,,,,,,,,,,,
810,4,3,6,"00:02:14,127","00:02:38,617",Client,"Aren't we? The stage manager keeps shanghaiing me backstage To talk about her own memory problems, Hormone treatments, hot flashes. She even gave me a book... the wisdom of menopause. Thank you.",neutral,Restatement,22,,,,,,,,,,,,,
811,0,3,6,"00:02:38,651","00:02:51,096",Client,Oh God. I sound like a spoiled brat. You must think I'm ridiculous. Why do you say that? There's all this frivolous stuff I'm talking about... Lines and the stage manager. I can't... Frivolous compared to what?,neutral,Restatement,0,,,,,,,,,,,,,
811,3,3,6,"00:02:58,071","00:03:05,911",Client,Tricia doesn't complain about anything. She faces it all so bravely. You must think I'm awful.,neutral,Self-disclosure,9,,,,,,,,,,,,,
811,8,3,6,"00:03:17,223","00:03:19,358",Client,Yes.,neutral,Restatement,17,,,,,,,,,,,,,
811,9,3,6,"00:03:22,929","00:03:27,899",Client,Good memory. Maybe you should play this part.,neutral,Open question,19,,,,,,,,,,,,,
811,12,3,6,"00:03:36,042","00:03:41,113",Client,I'm sorry I even brought any of this up. I certainly didn't come here to talk about Diane the stage manager.,neutral,Open question,24,,,,,,,,,,,,,
811,17,3,6,"00:04:01,134","00:04:03,101",Client,No rhyme or reason that I could see.,neutral,Open question,31,,,,,,,,,,,,,
812,0,3,6,"00:04:03,136","00:04:13,278",Client,"One moment I'd be there, I'd be Maxine. And the next moment I'd be Frances And I'd be thinking of something else entirely. I can't tell you where I go when I jump like that.",neutral,Guiding the Pace and Depth of the Conversation,0,,,,,,,,,,,,,
812,3,3,6,"00:04:25,024","00:04:37,636",Client,"Okay, two days ago I was in the middle of a scene And I found myself thinking I needed to call Izzy. So I tried to force myself back into the scene, But I couldn't remember anything, didn't know was happening, total blank.",depression,Open question,7,,,,,,,,,,,,,
812,4,3,6,"00:04:40,573","00:04:51,817",Client,"I don't know. I wanted to talk to her. I called Russell later looking for her. And he told me that Izzy's been spending all of her time at Patricia's. Taking care of her, I suppose.",neutral,Open question,12,,,,,,,,,,,,,
812,5,3,6,"00:04:53,486","00:04:59,758",Client,"I didn't want to intrude. Izzy's always preferred Tricia And her father over me, which is ironic.",depression,Open question,17,,,,,,,,,,,,,
812,6,3,6,"00:04:59,792","00:05:02,027",Client,I met Russell through Tricia.,neutral,Open question,20,,,,,,,,,,,,,
813,0,3,6,"00:04:59,792","00:05:19,111",Client,"I met Russell through Tricia. She introduced us. She was a graduate student at Columbia And he was this sort of brilliant Youngish Professor, Kind of a star in the history department. I was 30, sick of dating actors, And she set us up.",neutral,Open question,0,,,,,,,,,,,,,
813,1,3,6,"00:05:22,448","00:05:31,656",Client,"Well, he wasn't the best-looking man I'd ever known, But he was the smartest and funny. I liked his take on things. It was a turn-on.",neutral,Restatement,9,,,,,,,,,,,,,
813,2,3,6,"00:05:35,661","00:05:43,335",Client,I guess that's right. And he had...,neutral,Open question,14,,,,,,,,,,,,,
813,3,3,6,"00:05:47,640","00:05:51,042",Client,Really good hands.,joy,Open question,17,,,,,,,,,,,,,
813,5,3,6,"00:05:59,552","00:06:20,539",Client,"When Russell and I first had sex, It was completely overwhelming for me. I hardly knew him and we'd only been out on a few dates, But I don't know. I fell so hard in love with him. And it just all went really quickly. I didn't care about getting married But he did, so we got married.",neutral,Open question,20,,,,,,,,,,,,,
813,6,3,6,"00:06:23,810","00:06:32,284",Client,"No no, I was just surprised by how much he wanted to. Later on, I did a lot of things to please Russell.",neutral,Open question,28,,,,,,,,,,,,,
813,7,3,6,"00:06:34,821","00:06:36,888",Client,Getting pregnant.,neutral,Open question,31,,,,,,,,,,,,,
814,0,3,6,"00:06:38,191","00:06:50,068",Client,"Of course, I wanted to be a mother. Just happened very fast. It had to. I was 35, he was 42-43. So the clock was ticking.",neutral,Open question,0,,,,,,,,,,,,,
814,6,3,6,"00:07:05,718","00:07:16,261",Client,"Mm-hmm. When I got pregnant with Izzy, I was really afraid that he wouldn't want me anymore. I'd be fat and I'd get sick.",neutral,Open question,10,,,,,,,,,,,,,
814,8,3,6,"00:07:20,666","00:07:35,247",Client,"Yeah, he still wanted me. He liked my new pregnant body. So did I. Then when Izzy was born I thought, well, now it'll be ruined. The sex I mean.",neutral,Open question,16,,,,,,,,,,,,,
814,9,3,6,"00:07:37,149","00:08:05,944",Client,"Well, that I would be destroyed by childbirth And that he would be horrified by what he saw. Were you in the room when your children were born? So you know. I mean, women tear themselves apart To push a baby out. I just turned into this screaming, bleeding, Sweating animal. I thought I'd never recover, I would be permanently damaged. Of course. The female body is remarkable, don't you think?",depression,Open question,23,,,,,,,,,,,,,
814,10,3,6,"00:08:08,247","00:08:15,854",Client,"No, he still wanted me. He used to come in and take pictures of me when I was nursing. He thought I looked beautiful.",neutral,Open question,35,,,,,,,,,,,,,
814,11,3,6,"00:08:17,423","00:08:20,625",Client,"No, I felt fat, not beautiful.",neutral,Open question,39,,,,,,,,,,,,,
815,0,3,6,"00:08:20,660","00:08:39,210",Client,"But then later I really got to love it. That feeling of my breasts filling up And that was what she needed. I mean, that little beautiful warm head In the crook of my arm, What could be sweeter?",neutral,Restatement,0,,,,,,,,,,,,,
815,2,3,6,"00:08:43,983","00:08:51,590",Client,"No, I felt like I had a purpose. Then she grew up.",neutral,Interpretation,9,,,,,,,,,,,,,
815,3,3,6,"00:08:55,494","00:08:57,562",Client,Yeah.,neutral,Interpretation,12,,,,,,,,,,,,,
815,5,3,6,"00:09:03,703","00:09:05,670",Client,She hasn't needed me for a long time.,depression,Interpretation,15,,,,,,,,,,,,,
815,6,3,6,"00:09:08,841","00:09:15,480",Client,"No, but she pushed away from me a long time ago. She hasn't needed me since she was 6 or 7.",depression,Restatement,17,,,,,,,,,,,,,
815,8,3,6,"00:09:19,986","00:09:22,654",Client,"Yeah, daddy's little girl.",neutral,Restatement,21,,,,,,,,,,,,,
815,10,3,6,"00:09:27,960","00:09:31,029",Client,Team Wiskowitz.,neutral,Restatement,24,,,,,,,,,,,,,
816,0,3,6,"00:09:31,063","00:09:42,340",Client,"Look... I lost Izzy a long time ago. But Russell, that... That was a bit of a shock.",depression,Open question,0,,,,,,,,,,,,,
816,1,3,6,"00:09:47,680","00:09:49,948",Client,Two years ago. He had an affair.,neutral,Restatement,5,,,,,,,,,,,,,
816,2,3,6,"00:09:52,118","00:10:14,472",Client,"Oh God, what a cliché, huh? I was faithful. I had a lot of jobs out of town. Many opportunities, but I resisted. He had to go and piss all over everything. Can I tell you something that I haven't told anyone?",depression,Communication Skills,7,,,,,,,,,,,,,
816,3,3,6,"00:10:19,445","00:10:22,547",Client,I haven't had sex since Russell and I broke up.,depression,Restatement,14,,,,,,,,,,,,,
816,4,3,6,"00:10:26,986","00:10:29,421",Client,What?,neutral,Self-disclosure,16,,,,,,,,,,,,,
816,9,3,6,"00:10:42,068","00:10:45,537",Client,"Well, everyone knows that a virgin has the best complexion.",neutral,Restatement,22,,,,,,,,,,,,,
816,10,3,6,"00:10:48,407","00:11:01,653",Client,"No. I just figure, Really, what's the point? You know, at my age? Here's the kicker. Guess who's getting laid, or is about to?",neutral,Open question,24,,,,,,,,,,,,,
816,11,3,6,"00:11:03,956","00:11:06,491",Client,She doesn't talk to me anymore.,depression,Open question,30,,,,,,,,,,,,,
817,0,3,6,"00:11:08,994","00:11:18,937",Client,"I've been reading her emails. I hacked into her account. Well, no, that sounds too sophisticated. I guessed her password.",depression,Open question,0,,,,,,,,,,,,,
817,2,3,6,"00:11:25,811","00:11:58,109",Client,"She won't talk to me. How would you like it if your kids stopped talking to you? I don't know what's going on in her life. She says she's in love. You don't think that's possible? She's 15. I mean, a crush maybe, but love? And this boy, this miller... That's his first name... he's a junior. What's he doing, messing around with a freshman? He's writing her love letters, you know, quoting poetry. It's not bad poetry... e.E. Cummings, William Carlos Williams, Pablo Neruda.",anger,Self-disclosure,6,,,,,,,,,,,,,
817,4,3,6,"00:12:02,414","00:12:05,083",Client,flower of fire... Swollen fruit raised?,neutral,Restatement,20,,,,,,,,,,,,,
817,5,3,6,"00:12:08,053","00:12:10,822",Client,"Yeah, not so innocent, huh?",anger,Open question,22,,,,,,,,,,,,,
817,6,3,6,"00:12:13,926","00:12:19,731",Client,"Just the opposite. He says he'll wait. They have time. He loves her, blah blah.",anger,Self-disclosure,24,,,,,,,,,,,,,
817,7,3,6,"00:12:21,867","00:12:27,038",Client,"No, it sounds devious and Machiavellian. He wants to get in her pants. You have a daughter.",anger,Self-disclosure,27,,,,,,,,,,,,,
818,0,3,6,"00:12:30,176","00:12:39,517",Client,"Patricia remembers when your daughter was born. You had a big bouquet of pink roses out in the office. She said you could hardly contain yourself, you were so happy.",neutral,Communication Skills,0,,,,,,,,,,,,,
818,3,3,6,"00:12:46,859","00:12:48,693",Client,You should've called her Ruby.,neutral,Communication Skills,6,,,,,,,,,,,,,
